n = 4
  |V|   |E|   deg   Gen Set   alpha   sigma
  21    105   10    [1, 4, 8, 9, 10]                  4       1
  21    105   10    [1, 5, 6, 7, 8]                   3       1
  21    105   10    [1, 5, 6, 7, 9]                   4       1
  21    105   10    [1, 5, 6, 7, 10]                  4       1
  21    105   10    [1, 5, 6, 8, 9]                   6       2
  21    105   10    [1, 5, 6, 8, 10]                  3       1
  21    105   10    [1, 5, 6, 9, 10]                  3       1
  21    105   10    [1, 5, 7, 8, 9]                   4       1
  21    105   10    [1, 5, 7, 8, 10]                  7       3
  21    105   10    [1, 5, 7, 9, 10]                  5       1
  21    105   10    [1, 5, 8, 9, 10]                  4       1
  21    105   10    [1, 6, 7, 8, 9]                   3       1
  21    105   10    [1, 6, 7, 8, 10]                  3       1
  21    105   10    [1, 6, 7, 9, 10]                  4       1
  21    105   10    [1, 6, 8, 9, 10]                  4       1
  21    105   10    [1, 7, 8, 9, 10]                  4       1
  21    105   10    [2, 3, 4, 5, 6]                   4       1
  21    105   10    [2, 3, 4, 5, 7]                   4       1
  21    105   10    [2, 3, 4, 5, 8]                   4       1
  21    105   10    [2, 3, 4, 5, 9]                   6       2
  21    105   10    [2, 3, 4, 5, 10]                  6       1
  21    105   10    [2, 3, 4, 6, 7]                   4       1
  21    105   10    [2, 3, 4, 6, 8]                   4       1
  21    105   10    [2, 3, 4, 6, 9]                   3       1
  21    105   10    [2, 3, 4, 6, 10]                  4       1
  21    105   10    [2, 3, 4, 7, 8]                   5       1
  21    105   10    [2, 3, 4, 7, 9]                   5       1
  21    105   10    [2, 3, 4, 7, 10]                  3       1
  21    105   10    [2, 3, 4, 8, 9]                   5       1
  21    105   10    [2, 3, 4, 8, 10]                  4       1
  21    105   10    [2, 3, 4, 9, 10]                  6       1
  21    105   10    [2, 3, 5, 6, 7]                   4       1
  21    105   10    [2, 3, 5, 6, 8]                   4       1
  21    105   10    [2, 3, 5, 6, 9]                   3       1
  21    105   10    [2, 3, 5, 6, 10]                  4       1
  21    105   10    [2, 3, 5, 7, 8]                   4       1
  21    105   10    [2, 3, 5, 7, 9]                   3       1
  21    105   10    [2, 3, 5, 7, 10]                  4       1
  21    105   10    [2, 3, 5, 8, 9]                   4       1
  21    105   10    [2, 3, 5, 8, 10]                  3       1
  21    105   10    [2, 3, 5, 9, 10]                  6       2
  21    105   10    [2, 3, 6, 7, 8]                   4       1
  21    105   10    [2, 3, 6, 7, 9]                   3       1
  21    105   10    [2, 3, 6, 7, 10]                  6       1
  21    105   10    [2, 3, 6, 8, 9]                   3       1
  21    105   10    [2, 3, 6, 8, 10]                  4       1
  21    105   10    [2, 3, 6, 9, 10]                  3       1
  21    105   10    [2, 3, 7, 8, 9]                   6       1
  21    105   10    [2, 3, 7, 8, 10]                  4       1
  21    105   10    [2, 3, 7, 9, 10]                  4       1
  21    105   10    [2, 3, 8, 9, 10]                  4       1
  21    105   10    [2, 4, 5, 6, 7]                   4       1
  21    105   10    [2, 4, 5, 6, 8]                   4       1
  21    105   10    [2, 4, 5, 6, 9]                   4       1
  21    105   10    [2, 4, 5, 6, 10]                  4       1
  21    105   10    [2, 4, 5, 7, 8]                   7       3
  21    105   10    [2, 4, 5, 7, 9]                   3       1
  21    105   10    [2, 4, 5, 7, 10]                  7       3
  21    105   10    [2, 4, 5, 8, 9]                   3       1
  21    105   10    [2, 4, 5, 8, 10]                  7       3
  21    105   10    [2, 4, 5, 9, 10]                  6       2
  21    105   10    [2, 4, 6, 7, 8]                   4       1
  21    105   10    [2, 4, 6, 7, 9]                   5       1
  21    105   10    [2, 4, 6, 7, 10]                  4       1
  21    105   10    [2, 4, 6, 8, 9]                   3       1
  21    105   10    [2, 4, 6, 8, 10]                  3       1
  21    105   10    [2, 4, 6, 9, 10]                  4       1
  21    105   10    [2, 4, 7, 8, 9]                   5       1
  21    105   10    [2, 4, 7, 8, 10]                  7       3
  21    105   10    [2, 4, 7, 9, 10]                  4       1
  21    105   10    [2, 4, 8, 9, 10]                  4       1
  21    105   10    [2, 5, 6, 7, 8]                   4       1
  21    105   10    [2, 5, 6, 7, 9]                   3       1
  21    105   10    [2, 5, 6, 7, 10]                  4       1
  21    105   10    [2, 5, 6, 8, 9]                   6       1
  21    105   10    [2, 5, 6, 8, 10]                  4       1
  21    105   10    [2, 5, 6, 9, 10]                  4       1
  21    105   10    [2, 5, 7, 8, 9]                   3       1
  21    105   10    [2, 5, 7, 8, 10]                  7       3
  21    105   10    [2, 5, 7, 9, 10]                  3       1
  21    105   10    [2, 5, 8, 9, 10]                  4       1
  21    105   10    [2, 6, 7, 8, 9]                   4       1
  21    105   10    [2, 6, 7, 8, 10]                  4       1
  21    105   10    [2, 6, 7, 9, 10]                  4       1
  21    105   10    [2, 6, 8, 9, 10]                  4       1
  21    105   10    [2, 7, 8, 9, 10]                  4       1
  21    105   10    [3, 4, 5, 6, 7]                   6       1
  21    105   10    [3, 4, 5, 6, 8]                   5       1
  21    105   10    [3, 4, 5, 6, 9]                   3       1
  21    105   10    [3, 4, 5, 6, 10]                  4       1
  21    105   10    [3, 4, 5, 7, 8]                   5       1
  21    105   10    [3, 4, 5, 7, 9]                   4       1
  21    105   10    [3, 4, 5, 7, 10]                  3       1
  21    105   10    [3, 4, 5, 8, 9]                   3       1
  21    105   10    [3, 4, 5, 8, 10]                  3       1
  21    105   10    [3, 4, 5, 9, 10]                  6       1
  21    105   10    [3, 4, 6, 7, 8]                   5       1
  21    105   10    [3, 4, 6, 7, 9]                   3       1
  21    105   10    [3, 4, 6, 7, 10]                  3       1
  21    105   10    [3, 4, 6, 8, 9]                   3       1
  21    105   10    [3, 4, 6, 8, 10]                  6       2
  21    105   10    [3, 4, 6, 9, 10]                  3       1
  21    105   10    [3, 4, 7, 8, 9]                   5       1
  21    105   10    [3, 4, 7, 8, 10]                  3       1
  21    105   10    [3, 4, 7, 9, 10]                  3       1
  21    105   10    [3, 4, 8, 9, 10]                  4       1
  21    105   10    [3, 5, 6, 7, 8]                   5       1
  21    105   10    [3, 5, 6, 7, 9]                   3       1
  21    105   10    [3, 5, 6, 7, 10]                  4       1
  21    105   10    [3, 5, 6, 8, 9]                   3       1
  21    105   10    [3, 5, 6, 8, 10]                  3       1
  21    105   10    [3, 5, 6, 9, 10]                  3       1
  21    105   10    [3, 5, 7, 8, 9]                   4       1
  21    105   10    [3, 5, 7, 8, 10]                  4       1
  21    105   10    [3, 5, 7, 9, 10]                  5       1
  21    105   10    [3, 5, 8, 9, 10]                  4       1
  21    105   10    [3, 6, 7, 8, 9]                   3       1
  21    105   10    [3, 6, 7, 8, 10]                  4       1
  21    105   10    [3, 6, 7, 9, 10]                  3       1
  21    105   10    [3, 6, 8, 9, 10]                  3       1
  21    105   10    [3, 7, 8, 9, 10]                  4       1
  21    105   10    [4, 5, 6, 7, 8]                   5       1
  21    105   10    [4, 5, 6, 7, 9]                   4       1
  21    105   10    [4, 5, 6, 7, 10]                  4       1
  21    105   10    [4, 5, 6, 8, 9]                   4       1
  21    105   10    [4, 5, 6, 8, 10]                  4       1
  21    105   10    [4, 5, 6, 9, 10]                  4       1
  21    105   10    [4, 5, 7, 8, 9]                   4       1
  21    105   10    [4, 5, 7, 8, 10]                  7       3
  21    105   10    [4, 5, 7, 9, 10]                  4       1
  21    105   10    [4, 5, 8, 9, 10]                  4       1
  21    105   10    [4, 6, 7, 8, 9]                   4       1
  21    105   10    [4, 6, 7, 8, 10]                  4       1
  21    105   10    [4, 6, 7, 9, 10]                  4       1
  21    105   10    [4, 6, 8, 9, 10]                  4       1
  21    105   10    [4, 7, 8, 9, 10]                  4       1
  21    105   10    [5, 6, 7, 8, 9]                   5       1
  21    105   10    [5, 6, 7, 8, 10]                  5       1
  21    105   10    [5, 6, 7, 9, 10]                  5       1
  21    105   10    [5, 6, 8, 9, 10]                  5       1
  21    105   10    [5, 7, 8, 9, 10]                  5       1
  21    105   10    [6, 7, 8, 9, 10]                  6       1
  21    126   12    [1, 2, 3, 4, 5, 6]                3       1
  21    126   12    [1, 2, 3, 4, 5, 7]                3       1
  21    126   12    [1, 2, 3, 4, 5, 8]                3       1
  21    126   12    [1, 2, 3, 4, 5, 9]                3       1
  21    126   12    [1, 2, 3, 4, 5, 10]               3       1
  21    126   12    [1, 2, 3, 4, 6, 7]                3       1
  21    126   12    [1, 2, 3, 4, 6, 8]                3       1
  21    126   12    [1, 2, 3, 4, 6, 9]                3       1
  21    126   12    [1, 2, 3, 4, 6, 10]               3       1
  21    126   12    [1, 2, 3, 4, 7, 8]                4       1
  21    126   12    [1, 2, 3, 4, 7, 9]                4       1
  21    126   12    [1, 2, 3, 4, 7, 10]               3       1
  21    126   12    [1, 2, 3, 4, 8, 9]                4       1
  21    126   12    [1, 2, 3, 4, 8, 10]               3       1
  21    126   12    [1, 2, 3, 4, 9, 10]               3       1
  21    126   12    [1, 2, 3, 5, 6, 7]                4       1
  21    126   12    [1, 2, 3, 5, 6, 8]                3       1
  21    126   12    [1, 2, 3, 5, 6, 9]                3       1
  21    126   12    [1, 2, 3, 5, 6, 10]               4       1
  21    126   12    [1, 2, 3, 5, 7, 8]                3       1
  21    126   12    [1, 2, 3, 5, 7, 9]                3       1
  21    126   12    [1, 2, 3, 5, 7, 10]               4       1
  21    126   12    [1, 2, 3, 5, 8, 9]                4       1
  21    126   12    [1, 2, 3, 5, 8, 10]               3       1
  21    126   12    [1, 2, 3, 5, 9, 10]               3       1
  21    126   12    [1, 2, 3, 6, 7, 8]                3       1
  21    126   12    [1, 2, 3, 6, 7, 9]                3       1
  21    126   12    [1, 2, 3, 6, 7, 10]               5       1
  21    126   12    [1, 2, 3, 6, 8, 9]                3       1
  21    126   12    [1, 2, 3, 6, 8, 10]               4       1
  21    126   12    [1, 2, 3, 6, 9, 10]               3       1
  21    126   12    [1, 2, 3, 7, 8, 9]                4       1
  21    126   12    [1, 2, 3, 7, 8, 10]               3       1
  21    126   12    [1, 2, 3, 7, 9, 10]               3       1
  21    126   12    [1, 2, 3, 8, 9, 10]               3       1
  21    126   12    [1, 2, 4, 5, 6, 7]                3       1
  21    126   12    [1, 2, 4, 5, 6, 8]                3       1
  21    126   12    [1, 2, 4, 5, 6, 9]                4       1
  21    126   12    [1, 2, 4, 5, 6, 10]               3       1
  21    126   12    [1, 2, 4, 5, 7, 8]                7       3
  21    126   12    [1, 2, 4, 5, 7, 9]                3       1
  21    126   12    [1, 2, 4, 5, 7, 10]               7       3
  21    126   12    [1, 2, 4, 5, 8, 9]                3       1
  21    126   12    [1, 2, 4, 5, 8, 10]               7       3
  21    126   12    [1, 2, 4, 5, 9, 10]               3       1
  21    126   12    [1, 2, 4, 6, 7, 8]                3       1
  21    126   12    [1, 2, 4, 6, 7, 9]                5       1
  21    126   12    [1, 2, 4, 6, 7, 10]               4       1
  21    126   12    [1, 2, 4, 6, 8, 9]                3       1
  21    126   12    [1, 2, 4, 6, 8, 10]               3       1
  21    126   12    [1, 2, 4, 6, 9, 10]               4       1
  21    126   12    [1, 2, 4, 7, 8, 9]                4       1
  21    126   12    [1, 2, 4, 7, 8, 10]               7       3
  21    126   12    [1, 2, 4, 7, 9, 10]               4       1
  21    126   12    [1, 2, 4, 8, 9, 10]               3       1
  21    126   12    [1, 2, 5, 6, 7, 8]                3       1
  21    126   12    [1, 2, 5, 6, 7, 9]                3       1
  21    126   12    [1, 2, 5, 6, 7, 10]               4       1
  21    126   12    [1, 2, 5, 6, 8, 9]                6       2
  21    126   12    [1, 2, 5, 6, 8, 10]               3       1
  21    126   12    [1, 2, 5, 6, 9, 10]               3       1
  21    126   12    [1, 2, 5, 7, 8, 9]                3       1
  21    126   12    [1, 2, 5, 7, 8, 10]               7       3
  21    126   12    [1, 2, 5, 7, 9, 10]               3       1
  21    126   12    [1, 2, 5, 8, 9, 10]               3       1
  21    126   12    [1, 2, 6, 7, 8, 9]                3       1
  21    126   12    [1, 2, 6, 7, 8, 10]               3       1
  21    126   12    [1, 2, 6, 7, 9, 10]               4       1
  21    126   12    [1, 2, 6, 8, 9, 10]               3       1
  21    126   12    [1, 2, 7, 8, 9, 10]               3       1
  21    126   12    [1, 3, 4, 5, 6, 7]                4       1
  21    126   12    [1, 3, 4, 5, 6, 8]                4       1
  21    126   12    [1, 3, 4, 5, 6, 9]                3       1
  21    126   12    [1, 3, 4, 5, 6, 10]               3       1
  21    126   12    [1, 3, 4, 5, 7, 8]                3       1
  21    126   12    [1, 3, 4, 5, 7, 9]                4       1
  21    126   12    [1, 3, 4, 5, 7, 10]               3       1
  21    126   12    [1, 3, 4, 5, 8, 9]                3       1
  21    126   12    [1, 3, 4, 5, 8, 10]               3       1
  21    126   12    [1, 3, 4, 5, 9, 10]               4       1
  21    126   12    [1, 3, 4, 6, 7, 8]                3       1
  21    126   12    [1, 3, 4, 6, 7, 9]                3       1
  21    126   12    [1, 3, 4, 6, 7, 10]               3       1
  21    126   12    [1, 3, 4, 6, 8, 9]                3       1
  21    126   12    [1, 3, 4, 6, 8, 10]               6       2
  21    126   12    [1, 3, 4, 6, 9, 10]               3       1
  21    126   12    [1, 3, 4, 7, 8, 9]                4       1
  21    126   12    [1, 3, 4, 7, 8, 10]               3       1
  21    126   12    [1, 3, 4, 7, 9, 10]               3       1
  21    126   12    [1, 3, 4, 8, 9, 10]               3       1
  21    126   12    [1, 3, 5, 6, 7, 8]                3       1
  21    126   12    [1, 3, 5, 6, 7, 9]                3       1
  21    126   12    [1, 3, 5, 6, 7, 10]               4       1
  21    126   12    [1, 3, 5, 6, 8, 9]                3       1
  21    126   12    [1, 3, 5, 6, 8, 10]               3       1
  21    126   12    [1, 3, 5, 6, 9, 10]               3       1
  21    126   12    [1, 3, 5, 7, 8, 9]                4       1
  21    126   12    [1, 3, 5, 7, 8, 10]               4       1
  21    126   12    [1, 3, 5, 7, 9, 10]               5       1
  21    126   12    [1, 3, 5, 8, 9, 10]               4       1
  21    126   12    [1, 3, 6, 7, 8, 9]                3       1
  21    126   12    [1, 3, 6, 7, 8, 10]               3       1
  21    126   12    [1, 3, 6, 7, 9, 10]               3       1
  21    126   12    [1, 3, 6, 8, 9, 10]               3       1
  21    126   12    [1, 3, 7, 8, 9, 10]               4       1
  21    126   12    [1, 4, 5, 6, 7, 8]                3       1
  21    126   12    [1, 4, 5, 6, 7, 9]                4       1
  21    126   12    [1, 4, 5, 6, 7, 10]               3       1
  21    126   12    [1, 4, 5, 6, 8, 9]                3       1
  21    126   12    [1, 4, 5, 6, 8, 10]               3       1
  21    126   12    [1, 4, 5, 6, 9, 10]               3       1
  21    126   12    [1, 4, 5, 7, 8, 9]                3       1
  21    126   12    [1, 4, 5, 7, 8, 10]               7       3
  21    126   12    [1, 4, 5, 7, 9, 10]               3       1
  21    126   12    [1, 4, 5, 8, 9, 10]               3       1
  21    126   12    [1, 4, 6, 7, 8, 9]                3       1
  21    126   12    [1, 4, 6, 7, 8, 10]               3       1
  21    126   12    [1, 4, 6, 7, 9, 10]               4       1
  21    126   12    [1, 4, 6, 8, 9, 10]               4       1
  21    126   12    [1, 4, 7, 8, 9, 10]               3       1
  21    126   12    [1, 5, 6, 7, 8, 9]                3       1
  21    126   12    [1, 5, 6, 7, 8, 10]               3       1
  21    126   12    [1, 5, 6, 7, 9, 10]               3       1
  21    126   12    [1, 5, 6, 8, 9, 10]               3       1
  21    126   12    [1, 5, 7, 8, 9, 10]               4       1
  21    126   12    [1, 6, 7, 8, 9, 10]               3       1
  21    126   12    [2, 3, 4, 5, 6, 7]                4       1
  21    126   12    [2, 3, 4, 5, 6, 8]                4       1
  21    126   12    [2, 3, 4, 5, 6, 9]                3       1
  21    126   12    [2, 3, 4, 5, 6, 10]               4       1
  21    126   12    [2, 3, 4, 5, 7, 8]                4       1
  21    126   12    [2, 3, 4, 5, 7, 9]                3       1
  21    126   12    [2, 3, 4, 5, 7, 10]               3       1
  21    126   12    [2, 3, 4, 5, 8, 9]                3       1
  21    126   12    [2, 3, 4, 5, 8, 10]               3       1
  21    126   12    [2, 3, 4, 5, 9, 10]               6       2
  21    126   12    [2, 3, 4, 6, 7, 8]                4       1
  21    126   12    [2, 3, 4, 6, 7, 9]                3       1
  21    126   12    [2, 3, 4, 6, 7, 10]               3       1
  21    126   12    [2, 3, 4, 6, 8, 9]                3       1
  21    126   12    [2, 3, 4, 6, 8, 10]               3       1
  21    126   12    [2, 3, 4, 6, 9, 10]               3       1
  21    126   12    [2, 3, 4, 7, 8, 9]                5       1
  21    126   12    [2, 3, 4, 7, 8, 10]               3       1
  21    126   12    [2, 3, 4, 7, 9, 10]               3       1
  21    126   12    [2, 3, 4, 8, 9, 10]               4       1
  21    126   12    [2, 3, 5, 6, 7, 8]                4       1
  21    126   12    [2, 3, 5, 6, 7, 9]                3       1
  21    126   12    [2, 3, 5, 6, 7, 10]               4       1
  21    126   12    [2, 3, 5, 6, 8, 9]                3       1
  21    126   12    [2, 3, 5, 6, 8, 10]               3       1
  21    126   12    [2, 3, 5, 6, 9, 10]               3       1
  21    126   12    [2, 3, 5, 7, 8, 9]                3       1
  21    126   12    [2, 3, 5, 7, 8, 10]               3       1
  21    126   12    [2, 3, 5, 7, 9, 10]               3       1
  21    126   12    [2, 3, 5, 8, 9, 10]               3       1
  21    126   12    [2, 3, 6, 7, 8, 9]                3       1
  21    126   12    [2, 3, 6, 7, 8, 10]               4       1
  21    126   12    [2, 3, 6, 7, 9, 10]               3       1
  21    126   12    [2, 3, 6, 8, 9, 10]               3       1
  21    126   12    [2, 3, 7, 8, 9, 10]               4       1
  21    126   12    [2, 4, 5, 6, 7, 8]                4       1
  21    126   12    [2, 4, 5, 6, 7, 9]                3       1
  21    126   12    [2, 4, 5, 6, 7, 10]               3       1
  21    126   12    [2, 4, 5, 6, 8, 9]                3       1
  21    126   12    [2, 4, 5, 6, 8, 10]               3       1
  21    126   12    [2, 4, 5, 6, 9, 10]               3       1
  21    126   12    [2, 4, 5, 7, 8, 9]                3       1
  21    126   12    [2, 4, 5, 7, 8, 10]               7       3
  21    126   12    [2, 4, 5, 7, 9, 10]               3       1
  21    126   12    [2, 4, 5, 8, 9, 10]               3       1
  21    126   12    [2, 4, 6, 7, 8, 9]                3       1
  21    126   12    [2, 4, 6, 7, 8, 10]               3       1
  21    126   12    [2, 4, 6, 7, 9, 10]               4       1
  21    126   12    [2, 4, 6, 8, 9, 10]               3       1
  21    126   12    [2, 4, 7, 8, 9, 10]               3       1
  21    126   12    [2, 5, 6, 7, 8, 9]                3       1
  21    126   12    [2, 5, 6, 7, 8, 10]               3       1
  21    126   12    [2, 5, 6, 7, 9, 10]               3       1
  21    126   12    [2, 5, 6, 8, 9, 10]               4       1
  21    126   12    [2, 5, 7, 8, 9, 10]               3       1
  21    126   12    [2, 6, 7, 8, 9, 10]               4       1
  21    126   12    [3, 4, 5, 6, 7, 8]                5       1
  21    126   12    [3, 4, 5, 6, 7, 9]                3       1
  21    126   12    [3, 4, 5, 6, 7, 10]               3       1
  21    126   12    [3, 4, 5, 6, 8, 9]                3       1
  21    126   12    [3, 4, 5, 6, 8, 10]               3       1
  21    126   12    [3, 4, 5, 6, 9, 10]               3       1
  21    126   12    [3, 4, 5, 7, 8, 9]                3       1
  21    126   12    [3, 4, 5, 7, 8, 10]               3       1
  21    126   12    [3, 4, 5, 7, 9, 10]               3       1
  21    126   12    [3, 4, 5, 8, 9, 10]               3       1
  21    126   12    [3, 4, 6, 7, 8, 9]                3       1
  21    126   12    [3, 4, 6, 7, 8, 10]               3       1
  21    126   12    [3, 4, 6, 7, 9, 10]               3       1
  21    126   12    [3, 4, 6, 8, 9, 10]               3       1
  21    126   12    [3, 4, 7, 8, 9, 10]               3       1
  21    126   12    [3, 5, 6, 7, 8, 9]                3       1
  21    126   12    [3, 5, 6, 7, 8, 10]               3       1
  21    126   12    [3, 5, 6, 7, 9, 10]               3       1
  21    126   12    [3, 5, 6, 8, 9, 10]               3       1
  21    126   12    [3, 5, 7, 8, 9, 10]               4       1
  21    126   12    [3, 6, 7, 8, 9, 10]               3       1
  21    126   12    [4, 5, 6, 7, 8, 9]                4       1
  21    126   12    [4, 5, 6, 7, 8, 10]               4       1
  21    126   12    [4, 5, 6, 7, 9, 10]               4       1
  21    126   12    [4, 5, 6, 8, 9, 10]               4       1
  21    126   12    [4, 5, 7, 8, 9, 10]               4       1
  21    126   12    [4, 6, 7, 8, 9, 10]               4       1
  21    126   12    [5, 6, 7, 8, 9, 10]               5       1
  21    147   14    [1, 2, 3, 4, 5, 6, 7]             2       1
  21    147   14    [1, 2, 3, 4, 5, 6, 8]             3       1
  21    147   14    [1, 2, 3, 4, 5, 6, 9]             3       1
  21    147   14    [1, 2, 3, 4, 5, 6, 10]            3       1
  21    147   14    [1, 2, 3, 4, 5, 7, 8]             3       1
  21    147   14    [1, 2, 3, 4, 5, 7, 9]             2       1
  21    147   14    [1, 2, 3, 4, 5, 7, 10]            3       1
  21    147   14    [1, 2, 3, 4, 5, 8, 9]             3       1
  21    147   14    [1, 2, 3, 4, 5, 8, 10]            3       1
  21    147   14    [1, 2, 3, 4, 5, 9, 10]            3       1
  21    147   14    [1, 2, 3, 4, 6, 7, 8]             3       1
  21    147   14    [1, 2, 3, 4, 6, 7, 9]             3       1
  21    147   14    [1, 2, 3, 4, 6, 7, 10]            3       1
  21    147   14    [1, 2, 3, 4, 6, 8, 9]             3       1
  21    147   14    [1, 2, 3, 4, 6, 8, 10]            3       1
  21    147   14    [1, 2, 3, 4, 6, 9, 10]            3       1
  21    147   14    [1, 2, 3, 4, 7, 8, 9]             4       1
  21    147   14    [1, 2, 3, 4, 7, 8, 10]            3       1
  21    147   14    [1, 2, 3, 4, 7, 9, 10]            3       1
  21    147   14    [1, 2, 3, 4, 8, 9, 10]            3       1
  21    147   14    [1, 2, 3, 5, 6, 7, 8]             2       1
  21    147   14    [1, 2, 3, 5, 6, 7, 9]             3       1
  21    147   14    [1, 2, 3, 5, 6, 7, 10]            4       1
  21    147   14    [1, 2, 3, 5, 6, 8, 9]             3       1
  21    147   14    [1, 2, 3, 5, 6, 8, 10]            3       1
  21    147   14    [1, 2, 3, 5, 6, 9, 10]            3       1
  21    147   14    [1, 2, 3, 5, 7, 8, 9]             3       1
  21    147   14    [1, 2, 3, 5, 7, 8, 10]            3       1
  21    147   14    [1, 2, 3, 5, 7, 9, 10]            3       1
  21    147   14    [1, 2, 3, 5, 8, 9, 10]            3       1
  21    147   14    [1, 2, 3, 6, 7, 8, 9]             3       1
  21    147   14    [1, 2, 3, 6, 7, 8, 10]            3       1
  21    147   14    [1, 2, 3, 6, 7, 9, 10]            3       1
  21    147   14    [1, 2, 3, 6, 8, 9, 10]            3       1
  21    147   14    [1, 2, 3, 7, 8, 9, 10]            2       1
  21    147   14    [1, 2, 4, 5, 6, 7, 8]             3       1
  21    147   14    [1, 2, 4, 5, 6, 7, 9]             3       1
  21    147   14    [1, 2, 4, 5, 6, 7, 10]            3       1
  21    147   14    [1, 2, 4, 5, 6, 8, 9]             3       1
  21    147   14    [1, 2, 4, 5, 6, 8, 10]            3       1
  21    147   14    [1, 2, 4, 5, 6, 9, 10]            3       1
  21    147   14    [1, 2, 4, 5, 7, 8, 9]             3       1
  21    147   14    [1, 2, 4, 5, 7, 8, 10]            7       4
  21    147   14    [1, 2, 4, 5, 7, 9, 10]            3       1
  21    147   14    [1, 2, 4, 5, 8, 9, 10]            3       1
  21    147   14    [1, 2, 4, 6, 7, 8, 9]             3       1
  21    147   14    [1, 2, 4, 6, 7, 8, 10]            3       1
  21    147   14    [1, 2, 4, 6, 7, 9, 10]            4       1
  21    147   14    [1, 2, 4, 6, 8, 9, 10]            3       1
  21    147   14    [1, 2, 4, 7, 8, 9, 10]            3       1
  21    147   14    [1, 2, 5, 6, 7, 8, 9]             2       1
  21    147   14    [1, 2, 5, 6, 7, 8, 10]            3       1
  21    147   14    [1, 2, 5, 6, 7, 9, 10]            3       1
  21    147   14    [1, 2, 5, 6, 8, 9, 10]            3       1
  21    147   14    [1, 2, 5, 7, 8, 9, 10]            3       1
  21    147   14    [1, 2, 6, 7, 8, 9, 10]            2       1
  21    147   14    [1, 3, 4, 5, 6, 7, 8]             3       1
  21    147   14    [1, 3, 4, 5, 6, 7, 9]             3       1
  21    147   14    [1, 3, 4, 5, 6, 7, 10]            2       1
  21    147   14    [1, 3, 4, 5, 6, 8, 9]             3       1
  21    147   14    [1, 3, 4, 5, 6, 8, 10]            3       1
  21    147   14    [1, 3, 4, 5, 6, 9, 10]            3       1
  21    147   14    [1, 3, 4, 5, 7, 8, 9]             2       1
  21    147   14    [1, 3, 4, 5, 7, 8, 10]            3       1
  21    147   14    [1, 3, 4, 5, 7, 9, 10]            3       1
  21    147   14    [1, 3, 4, 5, 8, 9, 10]            3       1
  21    147   14    [1, 3, 4, 6, 7, 8, 9]             3       1
  21    147   14    [1, 3, 4, 6, 7, 8, 10]            2       1
  21    147   14    [1, 3, 4, 6, 7, 9, 10]            3       1
  21    147   14    [1, 3, 4, 6, 8, 9, 10]            3       1
  21    147   14    [1, 3, 4, 7, 8, 9, 10]            2       1
  21    147   14    [1, 3, 5, 6, 7, 8, 9]             3       1
  21    147   14    [1, 3, 5, 6, 7, 8, 10]            3       1
  21    147   14    [1, 3, 5, 6, 7, 9, 10]            3       1
  21    147   14    [1, 3, 5, 6, 8, 9, 10]            3       1
  21    147   14    [1, 3, 5, 7, 8, 9, 10]            4       1
  21    147   14    [1, 3, 6, 7, 8, 9, 10]            3       1
  21    147   14    [1, 4, 5, 6, 7, 8, 9]             2       1
  21    147   14    [1, 4, 5, 6, 7, 8, 10]            3       1
  21    147   14    [1, 4, 5, 6, 7, 9, 10]            2       1
  21    147   14    [1, 4, 5, 6, 8, 9, 10]            3       1
  21    147   14    [1, 4, 5, 7, 8, 9, 10]            3       1
  21    147   14    [1, 4, 6, 7, 8, 9, 10]            3       1
  21    147   14    [1, 5, 6, 7, 8, 9, 10]            3       1
  21    147   14    [2, 3, 4, 5, 6, 7, 8]             4       1
  21    147   14    [2, 3, 4, 5, 6, 7, 9]             3       1
  21    147   14    [2, 3, 4, 5, 6, 7, 10]            3       1
  21    147   14    [2, 3, 4, 5, 6, 8, 9]             3       1
  21    147   14    [2, 3, 4, 5, 6, 8, 10]            3       1
  21    147   14    [2, 3, 4, 5, 6, 9, 10]            3       1
  21    147   14    [2, 3, 4, 5, 7, 8, 9]             3       1
  21    147   14    [2, 3, 4, 5, 7, 8, 10]            3       1
  21    147   14    [2, 3, 4, 5, 7, 9, 10]            2       1
  21    147   14    [2, 3, 4, 5, 8, 9, 10]            3       1
  21    147   14    [2, 3, 4, 6, 7, 8, 9]             3       1
  21    147   14    [2, 3, 4, 6, 7, 8, 10]            2       1
  21    147   14    [2, 3, 4, 6, 7, 9, 10]            3       1
  21    147   14    [2, 3, 4, 6, 8, 9, 10]            3       1
  21    147   14    [2, 3, 4, 7, 8, 9, 10]            3       1
  21    147   14    [2, 3, 5, 6, 7, 8, 9]             3       1
  21    147   14    [2, 3, 5, 6, 7, 8, 10]            2       1
  21    147   14    [2, 3, 5, 6, 7, 9, 10]            3       1
  21    147   14    [2, 3, 5, 6, 8, 9, 10]            3       1
  21    147   14    [2, 3, 5, 7, 8, 9, 10]            2       1
  21    147   14    [2, 3, 6, 7, 8, 9, 10]            3       1
  21    147   14    [2, 4, 5, 6, 7, 8, 9]             3       1
  21    147   14    [2, 4, 5, 6, 7, 8, 10]            3       1
  21    147   14    [2, 4, 5, 6, 7, 9, 10]            2       1
  21    147   14    [2, 4, 5, 6, 8, 9, 10]            3       1
  21    147   14    [2, 4, 5, 7, 8, 9, 10]            3       1
  21    147   14    [2, 4, 6, 7, 8, 9, 10]            2       1
